Week,DistrictName,DistrictCode,DistrictOrganizationId,Status,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High
Week of 5/31/2021,Central Valley School District,32356,100039,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,6210,0,859,5351,5351,3300,0,534,2766,2766,4156,100,1205,2851,2851
Week of 5/31/2021,Centralia School District,21401,100040,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,350,1480,1480,511,0,153,358,358,969,0,250,719,719
Week of 5/31/2021,Chehalis School District,21302,100041,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,1060,1285,655,3,76,328,655,1094,35,95,607,1094
Week of 5/31/2021,Cheney School District,32360,100042,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2271,0,462,1809,1809,1250,0,253,997,997,1349,0,457,892,892
Week of 5/31/2021,Chewelah School District,33036,100043,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,332,60,19,253,253,113,28,2,83,83,244,60,11,91,173
Week of 5/31/2021,Chief Leschi Tribal Compact,27901,106180,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,323,0,23,299,299,138,0,40,98,98,172,0,47,124,124
Week of 5/31/2021,Chimacum School District,16049,100044,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,377,22,72,283,283,116,10,28,78,78,269,32,119,118,118
Week of 5/31/2021,Clarkston School District,2250,100045,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1231,12,101,1118,1101,379,2,51,326,323,858,105,118,635,630
Week of 5/31/2021,Cle Elum-Roslyn School District,19404,100046,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,367,29,29,338,338,245,17,17,228,228,250,20,20,230,230
Week of 5/31/2021,Clover Park School District,27400,100047,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,6141,0,1585,2116,2155,2656,0,969,554,620,2791,67,1329,346,374
Week of 5/31/2021,Colfax School District,38300,100048,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,276,0,6,276,276,75,0,0,75,75,189,0,0,189,189
Week of 5/31/2021,College Place School District,36250,100049,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,694,0,100,594,594,385,0,32,353,353,479,14,60,405,405
Week of 5/31/2021,Colton School District,38306,100050,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,82,0,0,82,82,32,0,0,32,32,42,0,0,42,42
Week of 5/31/2021,Columbia (Stevens) School District,33206,100051,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,50,0,5,45,0,15,0,0,15,0,44,0,2,42,0
Week of 5/31/2021,Colville School District,33115,100053,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,659,0,44,615,615,400,0,35,365,365,491,3,45,446,446
Week of 5/31/2021,Concrete School District,29011,100054,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,282,0,43,120,120,69,0,14,28,27,135,6,15,77,77
Week of 5/31/2021,Conway School District,29317,100055,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,277,0,31,247,247,167,0,14,153,153,0,0,0,0,0
Week of 5/31/2021,Cosmopolis School District,14099,100056,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,165,0,2,163,163,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Coulee-Hartline School District,13151,100057,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69
Week of 5/31/2021,Coupeville School District,15204,100058,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169
Week of 5/31/2021,Crescent School District,5313,100059,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,178,97,4,77,77,81,26,6,49,50,64,0,10,55,55
Week of 5/31/2021,Creston School District,22073,100060,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,41,0,2,39,39,13,0,0,13,13,32,0,4,27,27
Week of 5/31/2021,Curlew School District,10050,100061,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,108,21,1,86,86,54,13,5,36,36,125,29,5,54,54
Week of 5/31/2021,Cusick School District,26059,100062,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,141,25,30,92,86,67,14,8,45,45,70,0,3,67,67
Week of 5/31/2021,Damman School District,19007,100063,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Darrington School District,31330,100064,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",,,186,0,7,179,179,87,0,13,74,74,110,0,18,45,93
Week of 5/31/2021,Davenport School District,22207,100065,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,237,0,6,231,231,127,0,4,123,123,162,0,4,158,158
Week of 5/31/2021,Dayton School District,7002,100066,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,173,0,8,165,165,98,0,10,88,88,114,0,10,104,104
Week of 5/31/2021,Deer Park School District,32414,100067,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1091,0,170,921,921,630,0,83,547,547,789,0,62,727,727
Week of 5/31/2021,Dieringer School District,27343,100068,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Not Applicable,,,,888,0,124,762,762,474,0,70,202,405,0,0,0,0,0
Week of 5/31/2021,Dixie School District,36101,100069,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,29,0,1,28,0,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,East Valley School District (Spokane),32361,100070,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1904,156,264,1484,1484,621,74,42,505,505,1076,257,0,819,819
Week of 5/31/2021,East Valley School District (Yakima),39090,100071,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1483,0,78,1405,1405,794,0,98,696,696,896,3,192,694,729
Week of 5/31/2021,Eastmont School District,9206,100072,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2078,213,0,1920,0,1449,96,0,1353,0,2266,206,0,2060,0
Week of 5/31/2021,Easton School District,19028,100073,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,3,41,41,21,0,2,19,19,24,0,0,24,24
Week of 5/31/2021,Eatonville School District,27404,100074,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,767,46,0,721,721,459,33,0,220,426,541,54,0,243,487
Week of 5/31/2021,Edmonds School District,31015,100075,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Low Income,Homeless,Section 504,Students with Disabilities",,10620,392,4056,6648,6648,3241,131,1143,1676,1676,7033,362,2547,2750,2750
Week of 5/31/2021,Ellensburg School District,19401,100076,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600
Week of 5/31/2021,Elma School District,14068,100077,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,620,0,40,600,640,340,0,25,165,340,490,0,30,230,460
Week of 5/31/2021,Endicott School District,38308,100078,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,37,0,0,37,37,46,0,0,46,46,0,0,0,0,0
Week of 5/31/2021,Entiat School District,4127,100079,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,143,0,0,143,143,82,0,0,82,82,82,0,0,82,82
Week of 5/31/2021,Enumclaw School District,17216,100080,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,1769,0,208,1561,1561,987,0,171,816,816,1180,0,416,764,764
Week of 5/31/2021,Ephrata School District,13165,100081,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1308,0,115,1193,1193,444,0,74,370,358,830,3,211,616,616
Week of 5/31/2021,Everett School District,31002,100083,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,9331,0,4802,2617,4998,4684,0,2013,1440,2661,5113,0,2617,1609,2847
Week of 5/31/2021,Evergreen School District (Clark),6114,100084,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,9767,0,2301,4537,7466,5655,0,1863,1954,3792,7811,0,3280,2264,4531
Week of 5/31/2021,Federal Way School District,17210,100086,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,9135,30,5344,3642,3642,5108,89,3489,1457,1457,5974,265,4633,1713,1713
Week of 5/31/2021,Ferndale School District,37502,100087,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1917,14,402,1501,1501,1047,6,242,799,799,1358,28,340,990,990
Week of 5/31/2021,Fife School District,27417,100088,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,1688,0,600,544,1088,873,0,280,297,593,1170,6,452,359,718
Week of 5/31/2021,Finley School District,3053,100089,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,370,0,10,360,360,218,0,10,213,213,277,0,12,263,263
Week of 5/31/2021,Franklin Pierce School District,27402,100090,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,3384,0,823,2292,2561,1821,0,512,676,1309,2216,0,700,912,1516
Week of 5/31/2021,Freeman School District,32358,100091,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,282,2,10,275,275,238,0,10,228,228,300,2,35,265,265
Week of 5/31/2021,Garfield School District,38302,100092,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,50,0,2,48,48,58,0,4,54,54,84,0,6,78,78
Week of 5/31/2021,Glenwood School District,20401,100093,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,24,0,0,24,24,22,0,0,22,22,19,0,0,19,19
Week of 5/31/2021,Goldendale School District,20404,100094,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,610,334,25,128,260,755,527,28,100,200,830,555,15,135,270
Week of 5/31/2021,Grandview School District,39200,100096,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1666,0,178,1478,1478,901,0,505,447,470,1015,30,419,596,2980
Week of 5/31/2021,Granger School District,39204,100097,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,527,0,69,458,458,461,0,99,362,362,439,0,83,355,355
Week of 5/31/2021,Granite Falls School District,31332,100098,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3",,,860,0,0,430,860,491,0,0,245,491,647,19,0,314,628
Week of 5/31/2021,Grapeview School District,23054,100099,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,18,107,107,66,0,13,53,53,0,0,0,0,0
Week of 5/31/2021,Great Northern School District,32312,100100,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,40,0,1,39,39,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Green Mountain School District,6103,100101,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,119,0,0,119,119,39,0,1,38,38,0,0,0,0,0
Week of 5/31/2021,Griffin School District,34324,100102,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,366,0,0,350,350,228,0,0,200,200,0,0,0,0,0
Week of 5/31/2021,Harrington School District,22204,100103,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,71,0,0,71,71,16,0,0,16,16,28,0,0,28,28
Week of 5/31/2021,Highland School District,39203,100104,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,563,0,16,544,524,186,0,15,171,171,357,0,53,304,304
Week of 5/31/2021,Hockinson School District,6098,100106,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,753,0,144,609,613,467,0,82,384,384,609,0,348,261,261
Week of 5/31/2021,Hood Canal School District,23404,100107,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,183,0,36,147,147,106,0,16,90,90,0,0,0,0,0
Week of 5/31/2021,Hoquiam School District,14028,100108,Complete,100% Remote,100% Remote,100% Remote,,Students with Disabilities,,661,20,0,0,0,338,48,0,0,0,439,70,0,0,0
Week of 5/31/2021,Impact | Puget Sound Elementary,17911,106096,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,406,0,238,168,168,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Impact | Salish Sea Elementary,17916,106254,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,122,0,82,40,40,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Inchelium School District,10070,100109,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,100,0,1,99,99,52,0,1,51,51,61,0,2,59,59
Week of 5/31/2021,Index School District,31063,100110,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,Students with Disabilities,,21,0,0,21,21,2,0,0,2,2,0,0,0,0,0
Week of 5/31/2021,Issaquah School District,17411,100111,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,8605,0,4020,4588,4588,4938,0,162,3637,4778,6314,0,874,3708,5444
Week of 5/31/2021,Kalama School District,8402,100113,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,485,0,24,461,461,246,0,23,112,223,271,15,34,112,224
Week of 5/31/2021,Keller School District,10003,100114,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,36,1,1,35,35,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Kelso School District,8458,100115,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1852,207,11,1852,1852,1002,140,5,1002,1002,1318,174,102,1318,1318
Week of 5/31/2021,Kennewick School District,3017,100116,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,8634,283,533,7818,7818,4344,133,457,3754,3754,5990,152,754,5084,5084
Week of 5/31/2021,Kent School District,17415,100117,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,13804,0,6655,7149,7149,4008,0,2238,1770,1770,7573,245,5061,2512,2512
Week of 5/31/2021,Kettle Falls School District,33212,100118,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,244,0,0,244,244,220,0,0,220,220,526,296,0,229,229
Week of 5/31/2021,Kiona-Benton City School District,3052,100119,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,627,0,97,530,530,332,0,10,323,323,392,0,22,370,370
Week of 5/31/2021,Klickitat School District,20402,100121,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,35,0,0,35,35,21,0,0,21,21,19,0,0,19,19
Week of 5/31/2021,La Center School District,6101,100122,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,669,45,45,624,624,408,43,43,365,365,489,74,74,415,415
Week of 5/31/2021,La Conner School District,29311,100123,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,244,0,44,200,200,137,0,37,100,100,227,12,80,135,135
Week of 5/31/2021,LaCrosse School District,38126,100124,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,40,0,0,40,40,19,0,0,19,19,23,0,1,22,22
Week of 5/31/2021,Lake Chelan School District,4129,100125,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,518,0,14,504,504,305,0,19,284,284,468,0,36,432,432
Week of 5/31/2021,Lake Quinault School District,14097,100211,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,81,0,5,67,67,46,0,2,42,42,48,0,2,42,42
Week of 5/31/2021,Lake Stevens School District,31004,100126,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,4038,0,890,3098,3098,2244,0,628,1643,1643,2576,0,946,1785,1785
Week of 5/31/2021,Lake Washington School District,17414,100127,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,14642,20,6961,7710,0,7230,17,3044,4206,0,8515,14,4212,4325,0
Week of 5/31/2021,Lakewood School District,31306,100128,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,820,0,134,1029,1029,620,0,57,563,563,803,0,81,361,722
Week of 5/31/2021,Lamont School District,38264,100129,Complete,Not Applicable,Partial In-Person for All Students,Not Applicable,,,,0,0,0,0,0,40,0,5,35,35,0,0,0,0,0
