,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Unnamed: 0,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,_merge
4203,2/22/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,44,0,156,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,554,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,both
4204,2/22/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,183,0,0,14,14,104,0,0,8,8,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,554,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,both
4205,3/1/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,29,49,95,68,0,26,23,42,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4206,3/1/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,84,1250,5,79,79,22,789,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4207,3/1/2021,North Mason School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,924,0,94,460,880,498,0,70,224,448,729,0,111,20,40,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4208,3/1/2021,Pioneer School District,Partial In-Person for All Students,100% Remote,Not Applicable,,,,410,0,130,140,280,229,0,0,12,12,0,0,0,0,0,District,Mason,661,301,0,360,11,3,5,102,1,47,492,25,28,25,428,0,12,19,39,121,636,633,636,233,661,649,642,622,540,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4209,3/1/2021,Shelton School District,Phase-In,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 5,Grade 7","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1354,0,140,210,515,1153,0,84,195,431,1616,100,0,23,98,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4210,3/1/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,26,0,174,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4211,3/1/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,184,0,0,15,15,104,0,0,9,9,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,515,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,both
4212,3/8/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,29,49,95,68,0,25,24,43,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,480,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,both
4213,3/8/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,84,1250,5,79,79,22,789,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,480,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,both
4214,3/8/2021,North Mason School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,924,0,94,460,880,498,0,70,224,448,729,0,111,20,40,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,480,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,both
4215,3/8/2021,Shelton School District,Phase-In,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 5,Grade 7","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1354,0,140,210,515,1153,0,84,195,431,1616,100,0,23,98,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,480,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,both
4216,3/8/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,26,0,174,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,480,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,both
4217,3/8/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,184,0,0,15,15,104,0,0,9,9,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,480,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,both
4218,3/15/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,124,0,28,49,95,68,0,25,24,43,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,442,0,21,21,3.0,3,5,5,5,1,2,0,47,71.59,both
4219,3/15/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,84,1250,5,79,79,22,789,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,442,0,21,21,3.0,3,5,5,5,1,2,0,47,71.59,both
4220,3/15/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,924,0,94,460,880,498,0,70,224,448,729,0,216,256,257,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,442,0,21,21,3.0,3,5,5,5,1,2,0,47,71.59,both
4221,3/15/2021,Shelton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1354,0,140,210,515,1153,0,84,195,431,1616,100,0,23,98,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,442,0,21,21,3.0,3,5,5,5,1,2,0,47,71.59,both
4222,3/15/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,26,0,174,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,442,0,21,21,3.0,3,5,5,5,1,2,0,47,71.59,both
4223,3/15/2021,Hood Canal School District,Phase-In,Small Groups + Remote,Not Applicable,"Grade K,Grade 1,Grade 2","English Language Learners,Students with Disabilities,Other - Write In (Required)",Siblings of K-2 grade band,184,0,19,107,107,104,0,0,34,34,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,442,0,21,21,3.0,3,5,5,5,1,2,0,47,71.59,both
4224,3/22/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,124,0,28,49,95,66,0,23,24,43,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,403,4,22,26,3.71,4,5,6,11,0,0,0,66,100.53,both
4225,3/22/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,924,0,94,460,880,498,0,70,224,448,729,0,216,256,257,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,403,4,22,26,3.71,4,5,6,11,0,0,0,66,100.53,both
4226,3/22/2021,Pioneer School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,410,0,130,140,280,229,0,79,75,150,0,0,0,0,0,District,Mason,661,301,0,360,11,3,5,102,1,47,492,25,28,25,428,0,12,19,39,121,636,633,636,233,661,649,642,622,540,403,4,22,26,3.71,4,5,6,11,0,0,0,66,100.53,both
4227,3/22/2021,Hood Canal School District,Phase-In,Small Groups + Remote,Not Applicable,"Grade K,Grade 1,Grade 2","English Language Learners,Students with Disabilities,Other - Write In (Required)",K-2 and their siblings,183,0,18,107,107,104,0,0,35,35,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,403,4,22,26,3.71,4,5,6,11,0,0,0,66,100.53,both
4228,3/29/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,124,0,19,105,105,66,0,16,50,50,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,366,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,both
4229,3/29/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,84,1250,5,79,79,22,789,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,366,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,both
4230,3/29/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,924,0,94,460,880,498,0,70,224,448,729,0,216,256,257,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,366,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,both
4231,3/29/2021,Shelton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1371,0,382,489,975,1157,0,84,195,431,1739,100,731,478,953,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,366,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,both
4232,3/29/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,26,0,174,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,366,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,both
4233,3/29/2021,Hood Canal School District,Phase-In,Small Groups + Remote,Not Applicable,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5","English Language Learners,Students with Disabilities,Other - Write In (Required)",K-5 and their siblings,184,0,44,140,140,105,0,0,52,52,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,366,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,both
4234,4/12/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,124,0,18,106,106,66,0,16,50,50,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,290,4,48,52,7.43,7,18,16,7,2,1,1,112,170.6,both
4235,4/12/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,924,0,94,460,880,498,0,70,224,448,729,0,216,256,257,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,290,4,48,52,7.43,7,18,16,7,2,1,1,112,170.6,both
4236,4/12/2021,Pioneer School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,410,0,130,140,280,229,0,79,75,150,0,0,0,0,0,District,Mason,661,301,0,360,11,3,5,102,1,47,492,25,28,25,428,0,12,19,39,121,636,633,636,233,661,649,642,622,540,290,4,48,52,7.43,7,18,16,7,2,1,1,112,170.6,both
4237,4/12/2021,Shelton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1368,0,381,494,987,1126,0,361,383,765,1772,100,726,478,946,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,290,4,48,52,7.43,7,18,16,7,2,1,1,112,170.6,both
4238,4/12/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,23,0,177,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,290,4,48,52,7.43,7,18,16,7,2,1,1,112,170.6,both
4239,4/12/2021,Hood Canal School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,188,0,45,143,143,105,0,18,86,86,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,290,4,48,52,7.43,7,18,16,7,2,1,1,112,170.6,both
4240,4/19/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,124,0,18,106,106,66,0,15,51,51,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4241,4/19/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,84,1150,5,79,79,22,733,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4242,4/19/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,924,0,94,460,880,498,0,70,224,448,729,0,216,256,257,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4243,4/19/2021,Pioneer School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,420,0,130,145,290,229,0,79,75,150,0,0,0,0,0,District,Mason,661,301,0,360,11,3,5,102,1,47,492,25,28,25,428,0,12,19,39,121,636,633,636,233,661,649,642,622,540,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4244,4/19/2021,Shelton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1371,0,382,489,975,1157,0,84,195,431,1739,100,731,478,953,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4245,4/19/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,198,0,23,13,162,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4246,4/19/2021,Hood Canal School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,188,0,40,148,148,106,0,18,88,88,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,252,8,52,60,8.57,8,16,25,9,1,1,0,109,166.03,both
4247,4/26/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,18,107,107,66,0,13,53,53,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,214,5,44,49,7.0,8,18,12,6,3,2,0,93,141.66,both
4248,4/26/2021,Mary M Knight School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,84,1150,5,79,79,22,733,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,214,5,44,49,7.0,8,18,12,6,3,2,0,93,141.66,both
4249,4/26/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,924,0,94,460,880,498,0,70,224,448,729,0,216,256,257,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,214,5,44,49,7.0,8,18,12,6,3,2,0,93,141.66,both
4250,4/26/2021,Shelton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1376,0,376,500,999,1155,0,356,385,770,1739,142,723,480,962,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,214,5,44,49,7.0,8,18,12,6,3,2,0,93,141.66,both
4251,4/26/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,198,0,23,13,162,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,214,5,44,49,7.0,8,18,12,6,3,2,0,93,141.66,both
4252,4/26/2021,Hood Canal School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,185,0,37,148,148,106,0,18,88,88,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,214,5,44,49,7.0,8,18,12,6,3,2,0,93,141.66,both
4253,5/3/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,18,107,107,66,0,12,54,54,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,175,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,both
4254,5/3/2021,Mary M Knight School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,1150,5,80,80,22,733,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,175,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,both
4255,5/3/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,926,0,94,882,882,512,0,70,221,442,721,0,216,248,474,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,175,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,both
4256,5/3/2021,Shelton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1376,0,376,500,999,1155,0,356,385,770,1739,142,723,480,962,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,175,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,both
4257,5/3/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,198,0,23,13,162,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,175,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,both
4258,5/3/2021,Hood Canal School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,185,0,37,148,148,106,0,18,88,88,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,175,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,both
4259,5/10/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,18,107,107,66,0,13,53,53,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,136,6,44,50,7.14,15,17,9,5,2,2,0,86,131.0,both
4260,5/10/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,926,0,94,882,882,512,0,70,221,442,721,0,216,248,474,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,136,6,44,50,7.14,15,17,9,5,2,2,0,86,131.0,both
